@relation politeness

@attribute request string
@attribute numGratitude numeric
@attribute numDeference numeric
@attribute numGreeting numeric
@attribute inPosLexicon numeric
@attribute inNegLexicon numeric
@attribute numApologize numeric
@attribute pleaseCount numeric
@attribute pleaseStartCount numeric
@attribute numIndirect numeric
@attribute numDirectQuestion numeric
@attribute numDirectStart numeric
@attribute numCounterFactual numeric
@attribute numIndicative numeric
@attribute class {polite,impolite}

@data
'So what have you found so far? Or should we do all of your homework?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Just to be a bit of a stinker: your title isnt really a question nor is it a good indicator of what youre actually asking. Consider revising?',0,0,1,1,3,0,0,0,0,0,1,1,1,impolite
'Do you want a yes or no answer? Is this homework?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'What error? We should guess?',0,0,0,0,2,0,0,0,0,1,0,1,1,impolite
'show some code ? what u mean not work ?',0,0,0,1,0,0,0,0,0,0,1,1,1,impolite
'This problem is trivial to solve. Is this homework?',0,0,1,1,2,0,0,0,0,0,1,1,1,impolite
'cuz then it wouldnt be a BINARY search.  Any more obvious questions I can answer for ya?  :)',0,0,0,0,0,0,0,0,0,0,0,1,1,impolite
'you are not giving us **nearly** enough detail to answer your question. First things first - is this a top down game isometric side scrolling?',0,0,2,2,2,0,0,0,0,0,1,1,1,impolite
'Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to re-convert the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`?',0,0,1,3,7,0,0,0,0,0,1,1,1,impolite
'Do you have a specific question?  Or just *Heres my homework please do it for me?*',0,0,1,2,2,0,1,0,0,0,0,1,1,impolite
'So... you want to implement an exclusive decision tree without using if/elif? Why???',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'What is the actual question? And have you considered using punctuation?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'I want a pony.  Now were done sharing what we want did you have a question?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'do you own any C++ books? if yes then why dont you try searching this in that ?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'This is a vague question. Do you even consider the payment and billing cycle dates?',0,0,2,0,2,0,0,0,0,0,1,1,1,impolite
'it was a joke. why so serious?',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'You tags are misleading - Algorithm data structures and in your question you are asking for an answer to the puzzle. what do you want?',0,0,1,2,4,0,0,0,0,0,1,1,1,impolite
'You cant imagine any circumstance in which you would need a simple front end to enter information into your db? Really?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'Sounds like a good homework question.  Does your instructor know youre cheating?',0,0,1,3,2,0,0,0,0,0,1,1,1,impolite
'Subjective and argumentative?  Really?',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'*Obviously*. Why not?',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'Wow that is a vaguely described problem. Could you please ... give us some of the code youre having issue with?',0,0,1,2,6,0,1,0,0,0,1,1,1,impolite
'You could try telling us what the errors you are getting are. Or are we supposed to guess?',0,0,1,0,3,0,0,0,0,0,1,1,1,impolite
'Ive re-read the question at least 4xs now and am still confused re: if your manager has great faith in your development skills why isnt your manager giving you senior-level responsibilities? Or is it just the title you are seeking?',0,0,1,3,5,0,0,0,0,0,1,1,1,impolite
'They are completely different. Have you even glanced at the documentation?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'No matter how efficient you are it is going to take a looong time to enumerate through 2^100 subsets of vertices and that is before you get into the fact that edges can be there or not.  Can you switch to a problem that is likely to finish before the Sun explodes?',0,0,2,2,7,0,0,0,0,0,1,1,1,impolite
'This sounds bizarre.  Can you explain WHY you have to do it this way?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'@tinker: In your comment right below the accepted answer you say *@Ivan: nope adding chomp does not help.  tinker 41 mins ago* Do you think this is funny?',0,0,2,2,3,0,0,0,0,0,1,1,1,impolite
'homework? or you write software for Somali pirates?',0,0,1,3,1,0,0,0,0,0,1,1,1,impolite
'So whats the problem? If you can read from server then you dont know how to read if from local file do you?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'So whats the question? Is it will you do this homework for me?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'What benefit will you gain if we do your homework for you? Why dont you do it yourself?',0,0,1,3,0,0,0,0,0,1,0,1,1,impolite
'Sure we tell you some good ideas you make mad money.  Are we suckers?',0,0,1,1,3,0,0,0,0,0,1,1,1,impolite
'Why did you make this community wiki? Why are you refusing to read the documentation?',0,0,2,1,2,0,0,0,0,1,0,1,1,impolite
'So? Are you expecting us to do your homework for you??? :-) Okheres a hint... whats the type of `a | b`?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'@RPM1984: its just so utterly wrong though! You seem like a smart guy where did you get the idea from?',0,0,1,2,4,0,0,0,0,0,1,1,1,impolite
'Homework?  Because there doesnt seem to be any other remote possibility in my mind why any sane person would want to do this?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'Why not K&R? Was this just an excuse to bad-mouth some books you didnt like?',0,0,2,1,2,0,0,0,0,1,0,1,1,impolite
'What? Can you say what you question is in one sentence?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'@antti.huima Why? Because you cant solve it?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Ow my eyes. Why are you not using `use strict; use warnings;`?',0,0,1,0,3,0,0,0,0,0,1,1,1,impolite
'Loops are forbidden?  What sort of nonsensical assignment is this?',0,0,2,0,2,0,0,0,0,0,1,1,1,impolite
'@Rajendra: I have read it carefully and both the original problem and the converted problem can be interpreted in multiple ways. Is it that hard to give a yes or no answer?',0,0,0,0,2,0,0,0,0,0,1,1,1,impolite
'Yep Google first hit then read the paper cited. If you dont know what it is then how come you know you want to implement it?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'While this may not be your homework you are essentially just asking us to write you code to solve this problem. Maybe you should do a Google search?',0,0,2,1,1,0,0,0,0,1,0,1,1,impolite
'Surely your classes have at least introduced basic entity relationship modelling to you already?  I cant see them giving you this project without some kind of basic coursework...  Are you sure this isnt a case of just skipping read the textbook/lecture notes?',0,0,2,3,0,0,0,0,0,0,1,1,1,impolite
'Thats what groups are for.  http://docs.djangoproject.com/en/1.3/topics/auth/#groups Why arent you using groups?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'So you think its a good idea to dump your homework here without any attempt at solving it from your side and expect us to do your work? Also: which assembler language are we talking about?',0,0,2,3,1,0,0,0,0,0,1,1,1,impolite
'The name of that site is CodeKata not Code Katas; can anyone .. is a yes/no question what you really want to ask is what are some more ..; the title Code Katas is too short and is automatically rejected by the system; greetings and signatures (thanks!) are currently considered out of place on SO (see Meta); the [best-practices] tag is out of place and [coding] (at least [currently](http://stackoverflow.com/questions/tagged/coding)) has lost any specific meaning (effectively all programming involves coding right?).',0,0,2,5,6,0,0,0,0,0,0,1,1,impolite
'you asked this same question a couple days ago http://stackoverflow.com/questions/3595256/simple-pseudocode-code-question .  Did you not like the answers you got?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'hmmm.. nothing???',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Hmmm... I suggest you try and solve them yourself and then post questions back on SO with your attempted solutions. Just asking people to do the work for you kind of defeats the purpose you know?',0,0,1,5,0,0,0,0,0,0,1,1,1,impolite
'What is the problem? To identify the liars?',0,0,0,0,4,0,0,0,0,1,0,1,1,impolite
'Clues? Any code???',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'@Darin Dimotrov: So youre saying that if I sent you to the supermarket to get me some beer you will tell me you cant buy beer in a supermarket while you actually *mean* you dont know which brand of beer to buy and whether to buy a single can a sixpack or a tray. Wouldt it be better to just ask more specifically what I want instead of telling me its impossible?',0,0,2,2,4,0,0,0,0,0,1,1,1,impolite
'I use the [full-size version](http://training.perl.com/scripts/rename) of the rename script everyday.  Why in the world would you *not* want to use existing code?',0,0,1,0,2,0,0,0,0,0,1,1,1,impolite
'The insertion of data into the hash seems to have nothing to do with your original creation of the hash. Why are you so reluctant to show us your code?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'As @Woot4Moo points out you have already asked this question AND received decent starting points in the replies. So what have YOU done?',0,0,2,3,2,0,0,0,0,0,1,1,1,impolite
'Its not a homework people my colleaugue asked me to help him with some algorithm this is only a part of that I simplified it in terms of normal array objects anyways the data consist of approximately 1000 elements so if you could help us with atleast a better( efficient algorithm).and who tagged this is as homework??',0,0,2,4,2,0,0,0,0,0,1,1,1,impolite
'If you have never got it working why should you do it everyday? Did I miss something?',0,0,2,1,1,0,0,0,0,0,1,1,1,impolite
'One idea: dont. Why do you think you need to do this?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'*What* doesnt work? How so and what do you actually want to do?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'well... where is the problem? what results *are* you getting?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'If you had such a list what on earth would you do with it? The list of names in each category doesnt seem very interesting by itself; surely you dont want to actually process the content of all those grammars?',0,0,1,1,2,0,0,0,0,0,1,1,1,impolite
'You have a web service for multiplying numbers? What for?',0,0,1,0,3,0,0,0,0,0,1,1,1,impolite
'Shouldnt every professional programmer be able to do such things? Isnt that part of a being programmer?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'I cant help but think that youre making this much more complicated than it should be.  HTML already handles word wrapping beautifully why would you manually add line breaks to text that has characters with dynamic width?',0,0,2,4,3,0,0,0,0,0,1,1,1,impolite
'this has nothing to do with C#.  Why did you add it as a tag?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'Why are you debugging AutoCAD? Isnt that AutoDesks job?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'Title say permutations but body says combinations. Which is it?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'I dont see anything strange in the log you posted. What do you expect `NSTokenField` to do???',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'Thats a straightforward formula that uses basic arithmetic operations.  What part dont you understand?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'This question basically tells me nothing about what the actual problem is. Also whats a pathway?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'exact duplicate of your 5 minute old question [How to receive and use a json in ajax sended from php?](http://stackoverflow.com/questions/4317587/how-to-receive-and-use-a-json-in-ajax-sended-from-php). Are you for real?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'iPhone 3.3? Do you work for Apple or something?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'@littleadv and whats so strange? if I have this program running over bilion times whats so strange do you mind answering?',0,0,2,1,1,0,0,0,0,0,1,1,1,impolite
'sounds suspiciously like homework.  if it is what have you done to solve the problem yourself?',0,0,1,2,4,0,0,0,0,0,1,1,1,impolite
'Who would be helped by this?  Is all that work really going to help someone?',0,0,1,2,0,0,0,0,0,1,0,1,1,impolite
'Um. What do you want to replace them with? And maybe a little context would help no?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Is find . -name *.c not simple enough?',0,0,0,1,1,0,0,0,0,0,1,1,1,impolite
'whats wrong with this place? how has this question been up for an hour and no one has made a Bob Ross reference?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'Not at all clear what you want to do. What is the full expected output?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Those sound more like rhetorical questions than actual questions. What are you looking for?',0,0,1,1,2,0,0,0,0,0,1,1,1,impolite
'*I am going to be developing a real-time web application* - good luck with that! How are you planning to get around the internet latency?',0,0,1,2,1,0,0,0,0,0,1,1,1,impolite
'Its my understanding that it is not possible to change a files ctime without royally screwing everything else up. Why do you need this behavior?',0,0,2,1,3,0,0,0,0,0,1,1,1,impolite
'What? No warning that gender can change?',0,0,0,0,2,0,0,0,0,1,0,1,1,impolite
'oh sorry mr. wizard yeah i meant math in general - can i change it somehow?',0,0,0,0,2,1,0,0,0,0,1,1,1,impolite
'I see no question here. What is your question?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'so what is your problem? You dont know how to copy the content?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'this is source code... what is the question? Do you really think that throwing code at us will solve your problem?!',0,0,2,1,2,0,0,0,0,0,0,1,1,impolite
'Updated!!!!!!!!! any one???',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'Vote down? Would you care to explain why?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'Of the two answers you chose to accept the one with 3 downvotes vs. the one with 7 upvotes?!',0,0,1,0,0,0,0,0,0,0,0,1,1,impolite
'There already a bunch of free IDE out there and you want to use Visual Studio ??? You have arguments to not use Eclipse or Netbeans ?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'Apple => i = 0 => B[i + 101] = B[101] = 0069 not 0041. Am I wrong or are you?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Of course I am not comparing to anything else. Otherwise I wont be here right?',0,0,1,3,0,0,0,0,0,0,1,1,1,impolite
'You just did! What are you asking that your query doesnt already do?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Cant see the error ? You mean your compiler crashes as badly on this code that you even cant tell us what he is complaining about?',0,0,2,0,9,0,0,0,0,0,1,1,0,impolite
'Um why are you doing this with Javascript? Is that really going to be the way to put things into the database?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'Wow! Trivial answer converted to comment! Is this new?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'Isnt it? Homework is work too or are you only allowed to get answers for free if you are actually payed to find them yourself?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'Since when is `String` a primitive? Since when can you store primitives in a `Collection`?',0,0,1,0,2,0,0,0,0,0,1,1,1,impolite
'Stopping code is completely different from debugging code.  Whats the real question?',0,0,0,1,2,0,0,0,0,0,1,1,1,impolite
'Okay you simply posted your homework verbatim. Do you have a question of your own?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Did you build the wheels for your car on your own or you bought the ready ones from the store? If you didnt reinvent the wheels literally why are you considering it metaphorically?',0,0,1,1,3,0,0,0,0,0,1,1,1,impolite
'@Mitch: I have given you my answer. Can you give yours now?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'Seems all too straightforward - I must be missing something.  The only interesting part is the talk of the reverse side of the page which seems like a bit of irrelevant misdirection - or not?',0,0,1,3,7,0,0,0,0,0,1,1,1,impolite
'err..... huh???',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'I asked A or B? and you said Yes...?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'brian speaks truth.  The best answer is dont followed by why did you want to do that?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'Why not use a database such as MySQL? And more disturbing is why didnt anyone mention that ?!?!',0,0,1,0,2,0,0,0,0,0,0,1,1,impolite
'So use a merge sort. And the question is?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'Really? What is the evidence that leads you to conclude that `;` is interpreted as a sentence terminator?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'Why would this be homework? And what if it was homework?',0,0,1,1,0,0,0,0,0,1,0,1,1,impolite
'-why- not use sorting? homework?',0,0,0,1,0,0,0,0,0,0,1,1,1,impolite
'Huh? A downvote? What for?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'@Gabi: what is the point of having n greater than say 32 or 64 ? It seems like an arbitrary and unnecessary requirement ?',0,0,0,2,3,0,0,0,0,0,1,1,1,impolite
'@user393043 is it that youve consulted the documentation and are still confused?  Or that you havent even looked at the docs in the first place?',0,0,1,0,4,0,0,0,0,0,1,1,1,impolite
'Out of curiosity what are you actually trying to accomplish? To put it another way _why_ do you want to do this?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'what a hypocrite! Doesnt his solution (steps 3-5) also apply for both of his statements?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'Im being a bit thick but what exactly is the problem...Are you getting an exception? is so what?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'Maybe if you could let us know *why* you want to do this.  Just for kicks?',0,0,2,0,0,0,0,0,0,0,1,1,1,impolite
'How long can it possibly take to copy a ssh key to some remote system? Even over a dial-up line?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'the edit just made things less clear! how does one reorder a list A to another list B when the elements may be different?!',0,0,1,1,1,0,0,0,0,0,0,1,1,impolite
'after trying to edit your post I realize your syntax is totally bunked or you copied and pasted it wrong. Is this everything?',0,0,2,0,3,0,0,0,0,0,1,1,1,impolite
'ok your 1 step closer to getting help. Now what exactly is _NOT working_?',0,0,1,1,2,0,0,0,0,0,1,1,1,impolite
'I wonder why downloading on Windows mangled the mp3? uhh because its a toy-like excuse for a real operating system?',0,0,0,5,5,0,0,0,0,0,1,1,1,impolite
'This makes no sense. Did you mean space complexity of O(n2)?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'Wait... on this specific name / IP address it does not show my acceptance rate properly? You dont actually know what those things mean do you?',0,0,2,2,0,0,0,0,0,0,1,1,1,impolite
'Do you want the complete question solved yourself? What exactly is the question here?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'This question while not an award-winner is at least much more specific. How about we close the *other* one?',0,0,1,3,1,0,0,0,0,0,1,1,1,impolite
'2.5D? Is that what people call projected 3D nowadays?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'What do you want if you have a path like `images/P/n/ABC-4b.jpg`?  Are you really asking to strip off the path and extension and return only the filename?',0,0,1,1,2,0,0,0,0,1,0,1,1,impolite
'How about some code? Otherwise how can we tell what youre doing with the image?!',0,0,1,1,0,0,0,0,0,0,0,1,1,impolite
'Its my own program  - then presumably you have the source code. Debug that?',0,0,1,0,2,0,0,0,0,0,1,1,1,impolite
'@Brian R Bondy: Isnt that a fault of the answers and not of the question ? Or should the question be made more precisely?',0,0,0,2,2,0,0,0,0,0,1,1,1,impolite
'And ? What is the problem ?',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'Your edit makes parsenomes answer seem redundant. A bit unfair no?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'From your responses it looks like youve made up your mind to do this despite all the people telling you not to. Why did you ask the question if you dont plan to understand/listen to advice?',0,0,2,1,3,0,0,0,0,0,1,1,1,impolite
'We prefer not to just do your homework for you. What answers have you considered?',0,0,1,2,1,0,0,0,0,0,1,1,1,impolite
'why they have to in ONE page? why not use CSS sprites?',0,0,1,0,0,0,0,0,0,1,0,1,1,impolite
'I think you might be missing the point of the assignment. Hint: what can regular expressions parse what cant they?',0,0,4,0,2,0,0,0,0,0,1,1,1,impolite
'So what specificaly is it that you have problems with? Is it that you dont understand the assignment?',0,0,2,0,2,0,0,0,0,0,1,1,1,impolite
'You want to transform a string to a byte array but you dont want to specify the encoding. How would you possible decode it back to a string without knowing how it was encoded?',0,0,1,1,2,0,0,0,0,0,1,1,1,impolite
'***deletes even so cynical comment***. Can you tell a bit more about the nature of your data and how you want to display it?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'I think the question that is most looming on my mind is... what could possibly be the purpose of decrementing an auto increment id from mysql?  Have you considered that maybe what you are trying to do is just not good?',0,0,2,1,2,0,0,0,0,0,1,1,1,impolite
'what is your problem? what is your question?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'Have you made sure that these calculations take place in code that is executed often enough to cause a performance impact?  Or do I have to post the micro-optimization lecture again?',0,0,1,3,2,0,0,0,0,0,1,1,1,impolite
'@Kerrek SB:  Each string in the input is printed out exactly once in the output with at most an additional comma to separate them.  I dont see how that would come out to pages unless you are being sarcastic and there is something I am missing?',0,0,2,0,4,0,0,0,0,0,1,1,1,impolite
'Your code will result in 0.5. So whats your problem?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'Why the vote to close? Is this offensive to you?',0,0,2,0,2,0,0,0,0,1,0,1,1,impolite
'Not a clue what youre talking about. Is PhotoshopImage a private class youve created or what?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'@Guffa What exactly should I do to make it absolutely clear that I dont care what for my vote is used aside from the fact that it lets the OP know that his / hers way is the best in my opinion? Would you stop making remarks if I upvote your post?',0,0,2,3,2,0,0,0,0,0,1,1,1,impolite
'Why? 99% of the time you can convert well written C code to C++ code by just changing the compiler setting. Why not start using C++ code?',0,0,1,1,2,0,0,0,0,1,0,1,1,impolite
'*Use a JavaScript literal.* Huh?',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'Yeah and why dont it try to convert abc to int and add to 1? Apples + Bananas gives you what?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'issues?  What issues?',0,0,0,0,4,0,0,0,0,0,1,1,1,impolite
'@Praetorian: You had me into tears. I agree to you but is that going to help me with my question?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'someone? anyone?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'According to your comments to some of the answers you dont want to use neither locks nor interlocked operations yet you want the operation to be locked. How do you think you can achieve licking without using well locking?',0,0,2,1,3,0,0,0,0,0,1,1,1,impolite
'Are you trying to learn a programming language one whole program at a time?  Why dont you read the documentation in order to assemble your basic vocabulary?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'There is still ambiguity - `1 3 5 4 2` is zig zag according to YOUR description of the problem but NOT according to the topcoder description. Do you see why?',0,0,1,1,5,0,0,0,0,0,1,1,1,impolite
'All the images? In the whole world?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'bit or digit? the title of your question says digit your question says bit so what is it?',0,0,1,0,0,0,0,0,0,0,1,1,1,impolite
'First why are you saving an image into the database? Second how are you loading the bytearray into the other?',0,0,1,0,2,0,0,0,0,0,1,1,1,impolite
'Dont get you. Looks exactly the same in IE9 and FF5.01 on Windows 7?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Emulating how a fish thinks is the way to get it really right worse you cant even start on a rough heuristic until you know what a fish-like swimming path *looks* like. Do you even have a way to judge how youre doing?',0,0,2,2,3,0,0,0,0,0,1,1,1,impolite
'Apparently you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So whats your *actual* question?',0,0,2,3,0,0,0,0,0,0,1,1,1,impolite
'maxint**maxint is a number with >>750 decimals i hope youre not really suprised it takes a while. Also what is supposed to happen when a number does not fit into 32 bit?',0,0,2,0,2,0,0,0,0,0,1,1,1,impolite
'@Thomas P: hahah!! apropos Dijkstra huh?!',0,0,0,0,0,0,0,0,0,0,0,1,1,impolite
'Visual Studio 2080? Are you from the future? O_O',0,0,1,0,0,0,0,0,0,0,0,1,1,impolite
'The question should not be are assertions good? but rather when are assertions good?',0,0,0,1,0,0,0,0,0,0,1,1,1,impolite
'Your algorithm is already converting it to coordinates in mercator coordinate system. What is your question?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'@Andrew Bolster: listofthings in the actual implementation is coming from the parent.  Why cant you make this `thing` method a part of the parent and simplify this design?',0,0,3,2,0,0,0,0,0,0,1,1,1,impolite
'What technical reasons might those be? Do you understand how similar `require` and `use` are?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'but how?where will i write the code snipt?',0,0,0,0,0,0,0,0,0,0,1,1,1,impolite
'Agreed show us what you have and seek clarification on the hard parts. You wont get far asking people to do your homework for you (how would you learn?)',0,0,1,2,2,0,0,0,0,0,0,1,1,impolite
'Why are you using exec? And whats wrong with passing in a string or file?',0,0,1,0,2,0,0,0,0,1,0,1,1,impolite
'Oh how I hate such changed behaviour...^^ Why would you do that? If you write a letter in word would you expect it to save the text in a file when hitting enter or should it begin an new line?',0,0,2,0,3,0,0,0,0,0,1,1,1,impolite
'No it is not needed. You know a penalty box was made for the kind of behavior youre exhibiting right now?',0,0,2,1,3,0,0,0,0,0,1,1,1,impolite
'Thats correct behavior.  What dont you like about it?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'given the following program:  I see no program.  did you forget to include something?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'The output you give doesnt tie in at all clearly with the inputs in the second case.  What are you really after?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'Sounds like homework. Where is your own effort?',0,0,1,2,0,0,0,0,0,0,1,1,1,impolite
'excuse me ? - class ?',0,0,0,0,1,0,0,0,0,0,1,1,1,impolite
'will u please rephrase the question? what do you want to do really?',0,0,1,1,2,0,1,0,0,0,1,1,1,impolite
'By annoying alternate rows are you talking about banding? Or what exactly is the problem?',0,0,1,0,5,0,0,0,0,0,1,1,1,impolite
'why such a large file? Is this a one time thing or is this a on going problem?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'How would there be a conflict? Youre not using user supplied filenames for anything are you?',0,0,2,0,4,0,0,0,0,0,1,1,1,impolite
'Why are you using that in the first place? Why not `boost::posix_time::microsec_clock::local_time()`?',0,0,1,1,1,0,0,0,0,1,0,1,1,impolite
'@Dino beytar if you provided some more details about the purpose of this data you might be able to get some suggestions on how to best handle it. I assume you are aggregating this data on your origin server?',0,0,2,1,2,0,0,0,0,0,1,1,1,impolite
'This REEKS of a question asked in a panic before an assignment is due. Nothing wrong with seeking clarification but are we really here to answer verbatim questions?',0,0,2,0,3,0,0,0,0,0,1,1,1,impolite
'i think there is a LOT of information you arent telling us. are there any examples of headers and footers you are trying to make?',0,0,2,1,0,0,0,0,0,0,1,1,1,impolite
'Arent those that you listed sufficient? What are you looking for?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'Im not sure what your problem is. Arent you sure about how to automatically data bind it?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'_Why_ are you trying to delay it? What do you expect to gain from that?',0,0,1,1,1,0,0,0,0,0,1,1,1,impolite
'did you read the permission denied message in that trace? why are you swallowing exceptions (`catch(TwitterException te) {}`)?',0,0,2,1,5,0,0,0,0,0,1,1,1,impolite
'@chris Im missing something obvious.. Why is that annoying? Cause the page never stops loading?',0,0,1,2,6,0,0,0,0,0,1,1,1,impolite
'whats the question? and why isnt this tagged as homework?',0,0,1,1,0,0,0,0,0,1,0,1,1,impolite
'What do you mean by protecting them? What are you trying to prevent/avoid?',0,0,1,1,2,0,0,0,0,1,0,1,1,impolite
'What you cant understand? Binary search at all or just authors description?',0,0,1,0,1,0,0,0,0,1,0,1,1,impolite
'I would say that it has nothing to do with the language but with programming. Since this is homework I suppose that you should know at least something about this subject?',0,0,2,1,1,0,0,0,0,0,1,1,1,impolite
'What do you mean with it doesnt work ? Does it crash (which I suspect given your code) does it show the wrong images doesnt it do anything at all ?',0,0,2,1,4,0,0,0,0,1,0,1,1,impolite
'I gave a working answer just scroll down to read it. Who is going to accept my answer?',0,0,0,1,0,0,0,0,0,0,1,1,1,impolite
'I am curious why this is an interesting question.  Why would you care as long as its not leaky?',0,0,2,1,3,0,0,0,0,0,1,1,1,impolite
'Saranyya: what task are you trying to accomplish?  why do you need to sleep with such precision?',0,0,1,1,0,0,0,0,0,0,1,1,1,impolite
'COBOL homework? Where do they even do that?!',0,0,1,1,0,0,0,0,0,0,0,1,1,impolite
'That doesnt really make any sense. You have an array of dictionary objects or you actually have a dictionary whose values are all of this object type with keys like Title etc?',0,0,3,1,1,0,0,0,0,0,1,1,1,impolite
'I see you figured out how to ask questions.  Why not earn a badge and go back and delete your non-answer to the TAOCP question?',0,0,1,0,1,0,0,0,0,0,1,1,1,impolite
'why would you have to upload the access database? isnt it already on the server??',0,0,1,1,0,0,0,0,0,1,0,1,1,impolite
'since when was north 0 degrees east 45 degress etc. Dont you mean 0 90 180 270?',0,0,2,0,1,0,0,0,0,0,1,1,1,impolite
'Why would you want to round in such a strange way? How would this be useful for money rounding?',0,0,2,1,3,0,0,0,0,1,0,1,1,impolite
