@relation output

@attribute text string
@attribute @@class@@ {impolite,polite}

@data
'Are you trying to simulate how it would look if someone pointed an ordinary movie projector at this surface? Or are you trying to adjust what youre projecting to try to cancel out the deformations in the surface?',polite
'Are your buildings all rectangular? Or do they have more complex shapes?',polite
'This is most likely a problem due to the encoding of your input. In what encoding is it in?',polite
'Oh ok- i know exchanges LOVE multicast. Anyway are you trying to get a second machine to process the data for redundancy or for more throughput?',polite
'Do you have a constructor defined for your class? Also is the default JVM the official one from SUN?',polite
'I dont understand this sentence We are to find such placement of this polygons (we could make rotations and movements) when rectangle which circumscribes this polygons has minimal area. Can you clarify?',polite
'Are you sure we dont know anything else about these elements?  Do we even know if they are numbers or could they be arbitrary elements?',polite
'Did you ever get this resolved successfully? Do you still need help with this?',polite
'Did you try the code example you included?  Did you get the desired results?',polite
'Are you using the default expression evaluator? Also have you tried applying the line directive to the ret instead of a nop?',polite
'I met the same problem.  Have u resolved it?',polite
'How is your DAL structured? Is there only one Assembly?',polite
'To clarify - the retain count is 1 after initWithNibName and 4 after pushViewController...Any ideas?',polite
'You appear to ask two different questions: are you building a language parser and wish to base your parser on a pile of regex? Or are you trying to implement a competitor to [pcre](http://www.pcre.org/) or [Oniguruma](http://www.geocities.jp/kosako3/oniguruma/doc/RE.txt) regular expression parsers?',polite
'Ive never done COBOL before but this strikes me as strange: `IF POLI-DATE-REQUESTED-S-2 IS NOT = 11 OR 12` Most languages Im familiar with would parse `foo != 11 or 12` as `(foo != 11) or (12)`. Does COBOL really parse the expression as `foo != (11 or 12)`?',polite
'You might want to specify what language youre trying to do the parsing in - if in C C# JavaScript. If JavaScript are you perhaps trying to your own HTML document from within a browser or offline?',polite
'Do you get any sort of error in Instruments when you plugin your iOS device? Is your iPhone Developer Program Membership up to date?',polite
'I have an application.xml file but not sure how exactly how to use it. Have I missed some settings?',polite
'Before you get into the run-time of the algorithm do you understand what it is supposed to do?  Do you see how it works?',polite
'Following your edit it looks like your rescue is catching a SystemExit exception (raised when you call exit) rather than the TypeError from trying to join nil with a String. Whats on multi.rb line 234?',polite
'did it find the vehicle? i.e put a breakpoint inside your var number = $(this).find(number).text(); is it actually hitting the bp?',polite
'Is it acceptable to call it like `f2(func *args **kwargs)` which in your case would be `f2(f1 2 2)`? Is this some kind of testing framework?',polite
'@Rob i dont have one. at the risk of sounding stupid: do i need one?',polite
'Not imageView1.image imageView1. Did you connect in via an IBOutlet in Interface Builder or create it programmatically?',polite
'Very weird indeed. Are there two newlines after each pubDate?',polite
'Are you looking for a C program that you can invoke from the command line and that sets the current directory? Or you want to set the current directory within the C program?',polite
'I suppose you managed to connect your RMI registry and look up your remote object right? Can you provide stacktrace (on client / server)?',polite
'Even till today I could not get the solution. Is there anyone who has done this before ?',polite
'@karmicpuppet: No but I notice that ImageBrush has Viewbox and Viewport properties. Should I try to set them manually?',polite
'Is it necessary that you use a neural network to perform this classification?  Or would other classes of algorithms be acceptable?',polite
'What kind of error message do you get?Did you try GDB ?',polite
'@Paul W they all just pass through theres no getting off early. would you think it would be ok to change the initial call to somewhere further down the line to skip a few but use the main interface still ?',polite
'Any ideas on how to create from scratch?? like what is required ect?',polite
'As an aside do you do a lot of maintenance programming... on your own code?  How large in LOC are the projects you are working on?',polite
'Is `getFreeCrawler()` synchronized? In which line does the error occur?',polite
'The resulting table shouldnt have that primary key. What provider are you using?',polite
'How are you launching the debugger? Via the respective properties of your project or via attaching the debugger to the w3p.exe process?',polite
'large as in 10^6 or large as in 10^12 ?  Are there any bounds on the end points of the range which includes all the intervals ?',polite
'Any hints ideas clues. Why am I not able to install again to the real device ?',polite
'I have an interesting proposal... assuming the common tail of the list is infinitely long. How can you find the node intersection using constant memory?',polite
'It may depend on the image file.  If you Select All in the pdf do you see the outline of the image?',polite
'Try the same thing using SciPy? Save to text first and then use Asymptote or convert unix command?',polite
'Is this occurring in the same dev environment where the default page is displaying the image as desired?  Have you checked the DOM to see if there is some css class(es) or javascript applying styles that hide it on the login page?',polite
'It would be helpful to learn what types of helper functions youve written.  Do they lend themselves well to a Term::Menus approach?',polite
'Which part of the task are you having trouble with? What hints have your lecture notes or textbook given you about this problem?',polite
'What does the label actually show? Are you sure you are setting the value *before* accesing it?',polite
'Its still under-determined.  Is for example 2*10 before or after 4*5 or should it be that once a value of 20 is used its never used again?',polite
'Could it be a permissions issue?  Does your cron job have privileges in /var/ ?',polite
'Are you wanting to take all pairs of elements to be compared or is it that all the elements of the array are compared against a known valuee.g. if the array was of ints and you wanted to know if half were single digits?',polite
'If an edge connecting the graph to a leaf node is to be deleted is it assumed to delete the leaf node as well? Alternatively does deleting a leaf node also delete the edge connecting it to the rest of the graph?',polite
'@Jeremy: What happens if you add this line to your code - `alert({iframe:true innerWidth:425 innerHeight:344}.iframe)`. Does view source give you the same code?',polite
'@shane87: How did you generate the managed type of the `photo` variable you are calling through? What is the IDL of the COM method?',polite
'Is the junk always the same or is it different for each file? Also what format is the date in?',polite
'Does the word need to be composed of words of the dictionary only? For example what would be the result for *applepie* if *apple* is not in the dictionary?',polite
'Any particular language in mind? Are you inserting this into an existing document or creating a new one consisting of just the image?',polite
'A query walks into a bar up to two tables and says Can I join you?. Are homework questions allowed?',polite
'you should post your xml layout here. What you have implemented so far?',polite
'does the fading stay constant?  Or do you also want to change how lighter or darker the top gets??',polite
'What URL are you trying to access? Or is it all of them?',polite
'what language? You mentioned pointers... does that mean youre using C++?',polite
'Youll need a serverside to do that. What are you using on the backend?',polite
'Im not that familiar with Bezier curves; does this give you what you need to construct them? Can you elaborate how to finish it off?',polite
'Is the table structure fixed? For example will there be different spans?',polite
'no way! can you show us the entire loop?',polite
'Are you looking for a total ordering? or just an ordering?',polite
'Are you trying to create some type of tile system or are you just wanting to draw different parts of the image at a time. What are you using it for?',polite
'How would you differentiate a series of letters and an actual word? Do you have a database to compare it to?',polite
'The commenter is merely saying that the solutions hard code the multiples of three and five conditions. What if we wanted multiples of four and nine?',polite
'Id be curious to know how your activity timestamps could come in out-of-order for a given user session. Would it realistically report 13:00 14:00 13:30 for a given user?',polite
'The character set in Oracle is WE8ISO8859P1 ... the eacute in my example is correctly stored in the database if I stay within Oracle ... but when I bring it into PHP via oci8 thats where the problem arises. Is there anything better than the charset_decode_utf_8 function ?',polite
'Are the x/y coordinates actually reals or integers? That is can you determine a neighbor by finding the tile with x=x+1 & y=y?',polite
'I dont think it matters for the algorithm but for the record: do you want floating-point accuracy or are integer coordinates sufficient? If so how should they be rounded?',polite
'Depends where will you base the generated code on? Database XML Diagram?',polite
'By implementing square do you mean implementing a function such that `f(x) = x^2` or `f(x) = x`? Also what is the precise list of operators you are not allowed to use?',polite
'\\n for replacement. Did you mean space or newline?',polite
'@AnthonyK What is the name of the images you want to display? Are they same for all rows?',polite
'You have Firebug? Is it reporting any JS errors when you load the page?',polite
'@pickypg thanks. Can I extend JApplet and use it to the web application?',polite
'Is it always the same for every file or does it vary between files? Also is it always the same number of question marks?',polite
'In the sample theres a space after `another_question? \\ `. Does the space exist in the original code?',polite
'Could you clarify what you mean by zoom? Are you referring to the effects of `Ctrl +` and `Ctrl -`?',polite
'And an intelligent crop is a 3rd.Note though that the aspect ratios are different in the example (0.96 vs 1.1) so perhaps Andre means resizing first then cropping to match aspect ratio?',polite
'Thinking up good names is sometimes very hard. Why dont you post two examples and solicit names?',polite
'it sounds like HTML Agility pack will probably work for me.Are there any other options????',polite
'Seems okay to me. What is it supposed to output?',polite
'Not sure what you are referring to when you say you need an SQL query builder for Python. Do you mean to say you need an ORM like SQLAlchemy (http://www.sqlalchemy.org/) to connect with databases without having to write SQL statements yourself?',polite
'Im also looking for an answear to this one. Is there any possibility with nhibernate to extend an entity from within another map without touching the main-map ?',polite
'Are you looking to round to those specific 12 colors in Google image search or was that just an example of color rounding? If the latter how many colors would you ideally like to end up with?',polite
'Do the repeats have to be contiguous? is 5141 allowed if R=2 ?',polite
'Could you better describe for which elements of jqGrid you what to set the background image? Do you want to set it on the grid title (the capture layer) on the column headers or replace only the sorting images in the column header (see the pictures [here](http://www.trirand.com/jqgridwiki/doku.php?id=wiki:how_it_works))?',polite
'@DSchultz Tried adding the www (no luck). How do I URL encode it?',polite
'Im in Mac OSX so I guess its working as its supposed to. Is there a way to change this?',polite
'Have you tried stepping through your program with a debugger?  Have you tried adding useful `cout` trace statements to investigate whats going on?',polite
'This happens for me too but only on my dev machine.  Did you ever find an explanation?',polite
'can you add some details about your platform and which programming language? you mention CGImageCreate can you include a url?',polite
'It does seem a bit weird. You werent doing it on a secondary thread by any chance?',polite
'@Mike: I would stick to what I have if this is better than what I am seeking. My thinking is if there was already an calculated number assigned I can use it because $(.chk:even) and $(.chk:odd) would be iterating through all rows twice correct?',polite
'With highlighting you mean selecting it or do you want to wrap it in e.g. a `span` tag?',polite
'Do you think your question has not been answered adequately yet? If so how can the answers be improved upon?',polite
'What is your photo Column defined as? can you provide the table create stmt?',polite
'How are you setting the label text? Can you paste the code snippet in the problem?',polite
'@cvondrick in that case Id rather use binary insertion and sorting. My problem now is however how I can combine two dates to one number?',polite
'What have you tried so far? Do you have any pseudo-code that youve come up with on your own that others can comment on?',polite
'Maybe mine is a stupid question but... Are you running the program normally? or using the debug button?',polite
'How do you reference an image from CSS? Other than `background-image`?',polite
'Is `A` a global variable?  What is x?',polite
'In addition to reformatting can you try to provide some more info? Where are you stuck whats going wrong?',polite
'It may be redundant in source but is it redundant in binary? Is it a good practice to always check code like this because although all statements depend on the ones before them (in program flow) the program flow may change from any number of sources?',polite
'What is your data? How is it stored/represented?',polite
'@Gnovice: I thought about that but wasnt sure.  I remember wondering the same thing a long time ago so I figured why not?',polite
'Is it an ordered list? Ie will the cells appear in the order of the indicies or no?',polite
'As I recall SoftIce was very sensitive about which version of Windows it was running on. Have you made sure the version you installed is compatible with whatever service pack you are running?',polite
'Is it acceptable to build an auxiliary data structure to guide the decision process?  Could that data structure have size O(n) of the original list?',polite
'Maybe you are using an extremely old version of jQuery or the script is built weirdly. Are you getting any error messages?',polite
'This doesnt fix your problem but why are you mixing C++ and C-style strings?  For a start youve engineered yourself a memory leak (where does the memory pointed to `buf` go?).',polite
'How are you closing the connection on the server? `close` or `shutdown`?',polite
'sounds like a permissioning issue on the linux box. have you tried chmod?',polite
'comp.graphics.algorithms FAQ questions 4.02 and 4.03. In what language are you looking for a library?',polite
'Can you post this somewhere with a live URL?  I dont see a background image referenced in the CSS...?',polite
'So what is the final verdict?  What would be the best technology to use in my case?',polite
'What is the value of isAuthenticated() after the exception is thrown?  Is it possible that isAuthenticated() is then returning true meaning that continue simply causes the loop to exit?',polite
'Wheres your public key token for the assembly?  Are you adding these manually to your config file or through the IDE?',polite
'Does your project involve some graphical user interface? What do you want to code?',polite
'Your file logic looks fine. Whats happening in the `<snip>` between opening and closing?',polite
'1. Need table definition data in the tables etc 2. What have you tried so far?',polite
'Who is the author where do you cite it from? Maybe he is known?',polite
'Dijkstras algorithm finds the shortest path. Negating the weights would cause it to find the longest path but that wont work if the graph contains cycles right?',polite
'so far im not using css ill leave that to the very last! so i dont think is css issue  other guy who was working here did the same thing i am doing but he used api v2 im using api v3 could this be the cause?',polite
'This sounds a lot like a machine learning algorithm - youre trying to find some function of those five parameters that estimates the goodness of the stock.  Im no machine learning expert but perhaps someone else here is?',polite
'How are you calculating your total number of nodes?  Also your diagram shows an unbalanced tree may I assume this is what you intended?',polite
'The first example you give uses a relative url; the domain its being served from should make no difference because no domain is specified. Is each subdomain being mapped to a different site root?',polite
'i get this as well is it only happening since you moved to a later version of xCode? is your configuration in Debug?',polite
'Im actually still stucked... Even if I specify a file to Vim in my program (using the backticks) it stills going to start in a subshell. Is there a way to start vim in the current user shell?',polite
'Its not clear to me how I can do this using the lex an the yacc. Can you be more specific?',polite
'how are the arrays of characters combined. Can you give a few example result strings or pseudocode?',polite
'Is the `.linkQuantite` element a child of the `<tr>` element? Does it work when you do `$(this).parent(tr).attr(class));`?',polite
'Since youre also allowing nodes to be visited more than once then there are an infinite amount of paths: `4-2-1-2-1-2-1-2-1-2-1-2-5` (you can keep repeating `2-1-2-1-...`). Perhaps Im misinterpreting your question?',polite
'Since youre only trying to detect gnome vs kde is there a particular set of distros or configurations youre targeting? How general does the solution have to be?',polite
'Is it that the browser itself is taking a long time to load the page?  Or is the dev server process itself just taking an abnormally long time to load?',polite
'I think the question is ambigious too. Did you get given an example set of files/directories to work against?',polite
'Do you know how many pieces you have in total in rows and in columns? Were they rotated?',polite
'Confused. Could you give a short example with an uncompressed input and the compressed output your algorithm produces?',polite
'Is this for homework? What have you tried so far?',polite
'Are you wanting a single array when this algorithm finishes?  E.g. an array which stores all elements from `a` `b` and `c` in a sorted order?',polite
'IB can be a pain with UITableView sizing. Have you considered doing this programmatically initializing the tableView with a style and then setting the frame to a specified frame with CGRectMake(xywh)?',polite
'Consider these numbers to be the production count of a company over a period of 8 years ( 2000 to 2008 )  i.e Production Count(2000) = 1 Production Count(2001) = 2 .. Production Count(2008) = 60; So the goal here is to find the time period which saw the highest increase in the production percentage That could be from 2000 to 2001 or 2001 to 2003 or even 2000 to 2003! Do you need further clarifications?',polite
'For those times when the understanding gained comes to use.Since this question came up - do we have figures on which is faster and by *how much* ?',polite
'Do the strings have the same lenght? Would padding all to the length of the longest one be a problem?',polite
'Hi i asked a related question about just how many pixels android can draw and keep screen refresh speeds up. Just how many pixles are you drawing on each screeen and how fps are you getting ?',polite
'Windows Python 2.6 Cython 0.14 Gcc 4.5.1. Could you post your 2d code?',polite
'What about the size of the submatrix? Can it be anything?',polite
'Check if the text simply contains some Chinese characters (with other non-Chinese characters)? or is comprised entirely of Chinese characters?',polite
'How would look your formula like after removing one two or all connectives? Could you give an example?',polite
'Perhaps something else is receiving the request before your option page? AKA the background page?',polite
'Since no third-party app knows about any other what possible touch-up of reverse are you doing?  Is this something thats better done with a TemplateContext?',polite
'And which part of that are you have trouble with exactly? Can you post the code in question?',polite
'should pmf(X) be the normalized frequency distribution of X? If yes do we have any function in Matlab to compute it?',polite
'Dont forget to test this case: `test.sh -a -b c d -c`. You dont want the c d to come out d c (but do you want -c -b c d -a or -c c d -b -a?).',polite
'How would you materialize the debug session?  There shall be some data initially and how are you going to feed the data?',polite
'@Marko: Why do you think Swing will be deprecated? And how do you consider javafx to be a replacement?',polite
'You could have forgotten an include that defined a type forgotten a smicolon lots  of things. Can you paste the code 10 lines before and after the location that the error indicates?',polite
'There is something that is not clear to me. Do you want to stop the assembly execution for debugging purposes and inspect the code at an arbitrary location?',polite
'How exactly have you set its height?  Have you implemented heightForRowAtIndexPath?',polite
'@wooble: I might need some help here whats your calculation ? I get something like 56.8 billion combinations ?',polite
'@user705414: What platform are you using? Linux/Unix/Windows?',polite
'What does repair the sequence by replacing the repeated numbers mean? Can you provide an example of the finished product (showing intermediate steps)?',polite
'What do you mean by incrementally? Do you whant to add all permutations in a List or do you want a function that produce the next permutation from the given string ?',polite
'To clarify: Are you using the same connection object to perform all the queries in your application? What specific connection class are you using?',polite
'Do you release the gameViewController later on?And are resetLevel and resetTheGame methods clean?',polite
'It depends on the hash function. What hash functions are you thinking of?',polite
'Correct the ranges are intended to be discontinuous. I think if ranges were continuous then it would really be just one range without any breaks/gaps correct?',polite
'What is the full exception?  Also the bits you commented out which actually iterate over the linq query what does that look like?',polite
'It could well be. Can you tell me how your were turning off CSS styles in IE7 please?',polite
'The classes are still not indented properly. Can you post the fixed code so people would see what trouble youre having?',polite
'This sounds familiar.  Was this discussed on SO within the past two months or was it on programmers.SE?',polite
'What sort of non-Oracle database ? Is it running on the same machine or over a network ?',polite
'Which platform are you using? Which perl version?',polite
'I edited my question. I know eval() evaluates a string as code but are my examples above correct?',polite
'Are you running the latest version of PhoneGap - i.e. clone from the github repository?',polite
'@Derek Beattie I checked : ASP.NET and Silverlight are checked. Should I also check Enable Edit and Continue ?',polite
'A agree with vsz. But if you want to apply this to dark car segmentation what about negating the image and running the same approach?',polite
'Id say the statement should be ... whereas not all Superkeys are Candidate keys. Thats not the same is it?',polite
'Lets talk about the error in a little bit more detail Sergey. What is the output you get and what is the output you expect?',polite
'maybe.. this belongs on cstheory.stackexchange.com? not sure?',polite
'If there are duplicate items in the trees should the duplicates be merged or not?  For example if the trees are [1234] and [125] should the result be [1122345] or [12345]?',polite
'Is it possible that it could be a passenger issue? Does devise/warden cache the current_user variable?',polite
'I think for #1 for sequential search the number is (n+1)/2.  Is that right?',polite
'What have you tried? Where are you having difficulties?',polite
'Have you set up venue and name as properties correctly? i.e. written KVC compliant accessors or used @property and @synthesize?',polite
'Are you packing boxes into box-shaped bins? Can you rotate boxes to make them fit?',polite
'My end goal is to get a list of rows with unique data (as determined by a combination of 3 cells in a row); however I need all the cells of the unique rows. Maybe an array of hashes would be better suited for this task?',polite
'I dont know which of the answers I should select as the accepted answer as each one answers a part of my question. What is the normal procedure here?',polite
'are you on a linux/unix machine maybe using cygwin? then have you tried the file command on a file?',polite
'How exactly should the effect look like? Fading out at the borders or something similar?',polite
'What would stop the algorithm from just producing a regular expression that is the or of all the possible substrings?  Or would you be comfortable with this regular expression from being produced?',polite
'Yeah- using a stack for depth first. Did you know that you use a queue for breadth first?',polite
'I dont see any inherent problem with what you have done above and it looks like no one else sees anything either; can you post more code?   How certain are you that the setfault happens at that particular waitall?',polite
'Maybe you should give an example of the array too? As I understand you want to delete entries from an array using only php no JS?',polite
'I guess you know how a template looks for everything..something like from the small thumbnails to the big backgrounds as you said. I will give you some ideas....tech management industry computers food can you picture what i`m trying to say ?',polite
'Is it for a particular CPU (e.g. a Z80 or the Cell processors SPU) or for some abstract CPU?',polite
'Im not quite sure what you are trying to achieve. Do you want the background image to change only when you hover over the corners?',polite
'Thats a pretty simple way. Does it work?',polite
'unfortunately I cant do that. can anyone help?',polite
'Are you looking to change the text fields height (if so why?) or keep its height the same while resizing the window?',polite
'You say we are given a set **S**. Can we modify its contents while still providing an answer relative to the original **S**?',polite
'I remember having a similar problem. However the link to the full code seems broken could you update it?',polite
'I think I know what is the problem.How can I add 1 sec (or more) of empty audio between this two files?',polite
'Could you expand on what doesnt work? Is there an error etc?',polite
'what language should be responsible for creating the empty file? is it a bash shell script?',polite
'Is the image an animated gif which finishes in less than a second?  Or is it corrupted?',polite
'Its not clear what youre trying to do here.  Do you want the view to render the string 1 image more than 1 image ... ?',polite
'Is your column `OLE Object` type? Do you use `Bound Object Frame` control to display the images?',polite
'What have you tried so far?  Is this homework?',polite
'I think your best option would be to redesign so that you dont have to do this. What is this design intended to accomplish?',polite
'How are you doing your shared memory? With shm_open and mmap?',polite
'@ime Vidas JSLint is mostly telling me that I am calling functions before they are defined. Are these warnings that I should be concerned with?',polite
'Is there any relation to a `questions` table? Or is `questions_tags` the only table you have?',polite
'If I have a simple graph (tree) with 4 nodes: a start node with 3 successors where rightmost successor is an end node then all three algorithms (DFS BFS ID) will perform better backward than forward. Correct?',polite
'@PeterAllenWebb - can you define Not in the list. If I have {2 3 5} is the answer 1 or 4?',polite
'Agreed with @Kyle. Did you try increasing the width of the container housing the #featurebox-secondary just to verify if the widths are not out of place?',polite
'You are correct Yi Jiang we are only using HTML for his web developer.  What do you mean when you refer to If so then why add all the weight of a rendering engine when you can do the same natively?',polite
'Sure its possible. Do you have any prior experience in Python?',polite
'Is it a directed acyclic graph? or are cycles allowed?',polite
'You can create an empty div and when the larger image is clicked you can replace that div with a SWF (hiding images if necessary). Will that be OK?',polite
'Then you obviously have problem with your fwrite call. Could you provide the code you use?',polite
'I wonder if your instance(s) of Persist are in a local scope that gets destroyed upon exiting that scope. Have you looked into that?',polite
'Is there any chance you could post some of the code with an indication of where your break point is? Is it possible that the break point is in a non-executing code path (in an if/else block etc)?',polite
'Dont let that link get to the agile evangelists they will ROTFLOL in the best Weird Al style. You put a ton of work in a feature and only after its almost DONE you get feedback from the primary consumer guess what happened?',polite
'How do you define minimal? The minimum number of movements or the minimum of the sum of distances/squares of the distances?',polite
'How does an object type change dynamically?  Do you have a vehicle base blass and two derived classes: car and bike?',polite
'So your app creates a new html for each login? Or for each user?',polite
'agreed but i am not seeing the checkbox. are you able to wiki-fy it? thx',polite
'What value does CreateProcessAsUser return?  If it returns zero (indicating an error) what does the GetLastError() function return?',polite
'Can you clarify? Do you want a substring thats complement also occurs in the string?',polite
'I think the inner div will resize as it has a width of 100\% but you wont notice it. You probably want to resize the image too?',polite
'What kind of processing will you perform?  Is it just a matter of setting up data structures to model a family tree?',polite
'Are you looking only for a count or are you interested in an algorithm that could also potentially print the permutations? In any case how efficient must this be?',polite
'looks like its a conflict with the Prototype library which we introduced in the newer version. Any ideas how to stringify a json object containing an array under Prototype?',polite
'@Cyber: What was that adequate solution?  Could you post it in detail for people in the future who have this problem?',polite
'@sarnold It shows Number of input = 22936722 49.Can anyone rationalise this strangeness?',polite
'Im not sure what youre asking. Can you explain what you mean by cache `client`?',polite
'Thats odd that only certain notifications fire.  How are you setting up the observers?',polite
'Perhaps showing some more of your code would help us help you? Also what the file hierarchy look like for relevant files?',polite
'Do you need to read all of the files in the directory? Or more specifically are there files in that directory that you do not want to read?',polite
'What is a string pointer? Can you give some example about the input and the expected output?',polite
'Can you post your code? Also have you tried using  Timeout::timeout(5) to try and handle timeouts?',polite
'How much Perl code do you have? (files total sloc)?',polite
'What environment are you running the code on? Could you enclose the code as it would make it easier to help you for us SOers?',polite
'It could be the way you are saving your photo for web-use. Are you using Photoshops Save for Web option?',polite
'What swaps would be required to get your original list to its reordered state?  Is that number of swaps proportional to the 100 swaps out of several hundred to a thousand original lines of data?',polite
'@DADU What changes do you want to make on that HTML string? Can you give some examples?',polite
'see if the `returnList.firstChild.textContent` is returning an array or not? By your statement can I assume that its working in FF and others?',polite
'Could you provide some more precise input and output values? Do you want to convert [link]www.yahoo.com[/link] to <a href=www.yahoo.com>www.yahoo.com</a>?',polite
'@den: OK so the rectangles are represented as two points.  Is this a vector representation or a raster ?',polite
'I did go through that post but I was looking for option for both Windows and Mac. is it possible to do this via shell extension ?',polite
'Just to clarify the circle comes in to the definition of what it means to be adjacent -- element n is adjacent to element 1 -- but you do not consider rotations of the same bit pattern to be the same.  Is that right?',polite
'Which VB do you want an answer for? VB.Net VB6 VBA or VBScript?',polite
'What E-Mail library are you using? Can you show the full code?',polite
'seems fine in Chrome. How exactly does one reproduce the problem?',polite
'What kind of input are you looking for give little more details. [CommonDialog](http://msdn.microsoft.com/en-us/library/system.windows.forms.commondialog.aspx) look at the classes inheriting it do any of them look right for you?',polite
'The way you were doing it at first looks right. Can you post the exact text of the error message you get?',polite
'What defines the end of an entry? Is it guaranteed that the lines within an entry wont start with a digit but a line defining a new entry will?',polite
'@agent-j - im not seeing an error - the problem is that the Regex keeps returning the errorMessage for the above string and it doesnt make sense ? i.e. wanted someone to confirm its not incorrect ?',polite
'I tried a  if (ajaxBanner_timeout == 0) {... but that didnt work. Where do I need to define  ajaxBanner_timeout?',polite
'Ah... Hmm. Would it be possible to wrap it in Jython somehow to make it a Java applet using the code I wrote?',polite
'What kind of system did you develop the script on (and the make-file)?  Did the actual files come from a Windows system originally?',polite
'The only 2gb executables I know about contain archives themselves. Could you extract or partially extract the executable before packaging it?',polite
'Fixed it for you.  BTW `apn_config` is a `std::vector` right?',polite
'Is there any specific element youre targeting? Could you put together a sample structure?',polite
'Version 2.6.6.  Is this addressed in a newer version?',polite
'I just tried using your code verbatim and its working correctly for me (label is correctly centered in view). Perhaps something else is interfering with it?',polite
'are the images stored in the same base folder that the jquery is in? or are they in a different folder?',polite
'should the output rectangle have its sides parallel to the axes? ie. can the output rectangle also be rotated?',polite
'Can you write the URL of this page? Also does it have any kind of authentication on it?',polite
'Your problem is not fully specified - when there is a blob you wish to identify may there be other filed cells on the board separate from the blob? Also you talk about similarity - but are you after a precise pattern match or an approximate one?',polite
'I am looking at a more brute force and exhaustive approach I am curious as to your performance/memory concerns. Is this something being done a lot or just once for different sets of letter combinations?',polite
'By `In fact I already have!` do you mean that you have switched to generics collections? Could you share your opinion about the performance?',polite
'Im not seeing a reason why it should be much slower then the 9 seconds. Can you provide a sample of the file you are reading?',polite
'I think if you were to consider the DAL as a seperate entity and imagine that it was your sole responsibility whilst all consumers was work done by a third party you would probably raise an exception for Access Denied - most of the framework would.  If however you want to avoid _exception logic_ it would be helpful to provide functions to help the consumers determine if they have sufficient access to data - though that sounds like more of a business logic issue which is it that controls the access?',polite
'Yes I received the warning about asking a subjective Q but I got no responses on other Q&A sites like Yahoo so I thought Id give it a shot. Whats a CW?',polite
'A few more details are required. Whats your latitude longitude date and timezone...?',polite
'Does this happen in one kind of debugging session or is it random.  For example if you are trying to debug a running service by attaching to process or are you just trying to run code in the debugger?',polite
'This is the sort of question where there is no single answer. Wondering it this qualifies for a wiki?',polite
'Ok this a long-shot just a crazy idea and I havent tried it myself so I wont submit it as an answer:  How about keeping the UIImageView stationary and moving the UIView around behind it?  You might then be able to use transforms to translate or scale your UIView and transform the scrollview at the same time?',polite
'In that case it might not be the answer then (hence the comment). Are you using the VS web server or IIS Express?',polite
'It seems if I change @property (nonatomic copy) NSMutableArray *blockViews to retain the error goes away. but why?',polite
'So what do you need help with ? Where are you stuck ?',polite
'Im afraid its still unclear what you want to do with roomA and roomB.  Are you trying to list every permuation of the two?',polite
'This already works in the summary column in the debugger window or inline data tip when you hover over the variable in your editor. Am I misunderstanding your question?',polite
'Sorry I figured the random characters in the receiving end of the socket gave it away. Why is the system receiving 94/64/and 7s (ascii decimal converted from ascii characters) and how can i fix it?',polite
'Is the crop operation cheap? If you already have the image on disk you could just pass the XML filename and the crop parameters into the .ashx as a query string and do the crop again in the .ashx?',polite
'If the form starts with pre-filled data I would think that data would be populated with placeholder=my text. If thats the case clearing all inputs should be fine right?',polite
'Please clarify your question a bit. Are you just asking how to invoke an instances methods?',polite
'What do you have so far? How are you storing what you get out of Nokogiri?',polite
'Can you specify how the automated build tool invokes the click event?  Is it some sort of UI testing tool that may have a bug?',polite
'BFS is a pretty basic graph-searching algorithm - seems like it would take a ginormous graph to make it infeasible...  How big is a normal graph (both edges and vertices)?  Also how is it stored?',polite
'yes that should be possible. Id have to build some UI based on some javascript library and then some custom php integration to save the preferences in drupal database then?',polite
'Not related to your Question but is Visual Studio 6 supported on Vista? & isnt JIT just for managed code?',polite
'Where does the menu show up on the page? Do you have HTML or (better yet) a [JSFiddle](http://jsfiddle.net/) that we can look at?',polite
'do you mean assembly code?  and you want a self modifying application?',polite
'are the line segments only straight lines?Do you want an algorithm that given two polygons finds what line segments they overlap over?',polite
'@Unreason About the rectangular case - think of the situation when points arent positioned in a rectilinear way (basically the points inside the rectangle can take any position and hence build complex curves). If I have some matrix with these points what should I do to make my mesh resolution larger (in terms of points per square inch for example)?',polite
'Spec isnt complete what format is the percentage entered? What should happen if the user enters in decimal format (0.15) or includes the \% symbol in the text or worse yet both?',polite
'What exactly fails? What error are you getting?',polite
'Could you give us more information? What kind of OS and compiler are you using?',polite
'is this the case only for this particular project? can you try this out on a brand new test project?',polite
'If an object is cv::Mat I can perform any linear algebraic image processing ... operations. What can I not do with it? :-)',polite
'Are you working on D2009 or later i.e. are you working with string=ansistring or with unicode strings?',polite
'Another idea looks like you are using `MBProgressHUD` I guess your code is triggered from an animation callback from memory I think CoreData is not multi-threading safe. Try not to do this from `MBProgressHUD` or try using `performSelectorOnMainThread` maybe?',polite
'I take it you only have to have pieces at the corners of the square to win and you cant move on a space where your opponent has already moved? Does the square have to be aligned with the axes or does a square tilted 45 degrees win the game?',polite
'Have you tried connecting manually using telnet? If so what prompts do you get for username and password?',polite
'Ok you are right! But what is the reason for ostream& tab(ostream & output) to take a param as ostream& but not void?',polite
'This is certainly a tough assignment if you arent good at programming. Do you have to code your own quadratic programming optimization as well?',polite
